Chen's new columns	Reference	Publication Year	Title	Journal	DOI	GEO Accession Number	hiPSC Line (Healthy Control)	Number of Healthy Control hiPSC-CM Lines	Sex of hiPSC Line	Ancestry of hiPSC Line	hiPSC Matrix Coating	hiPSC Backbone Media	Confluency at Start of Differentiation (%)	hiPSC-CM Backbone Media	hiPSC-CM Media Supplements	Wnt Activator	Time of Wnt Activator (Start Day - End Day)	Wnt Inhibitor	Time of Wnt Inibitor (Start Day - End Day)	Day Insulin is Added (Until End Unless Noted)	Purification Protocol	Time of hiPSC-CM Purification (Start Day - End Day)	Method to Assess Differentiation Purity	Differentiation Purity (%)	hiPSC-CM Maintenance/Maturation Media (if different)	hiPSC-CM Matrix Coating if Replated	Maturation Technique: Metabolic?	Metabolic Components	Maturation Technique: Electrical Stimulation?	Maturation Technique: Passive Tension?	Maturation Technique: Other Cell Types?	Maturation Technique: Mechanical Stimulation?	Maturation Technique: Cell Alignment?	Maturation Technique: Elastomeric Surface?	Maturation Technique: Cell Derived ECM?	2D: Surface	3D: Platform Type	3D: Cell Types	3D: Type of Stromal Cell (SC)	3D: Types of Endothelial Cell (EC) 	3D: Cell Composition (CM-EC-SC)	Tissue Media	3D: Estimated Tissue Cell Density (10^6 cells/mL)	3D:Estimated Tissue size (mm2)	Immunofluorescent Imaging?	SEM or TEM	Sarcomere/Cellular Alignment Analysis?	Sarcomere Length (um)	Cell Area (um2)	T-tubules Present?	Contractile Analyses Method	Force (mN)	Stress (mN/mm2)	Upstroke Velocity (um/s)	Calcium Handling Analyses Method	Amplitude (F/F0)	Beat Rate (beats per minute)	Time to Peak (ms)	Time to Relaxation (ms)	Conduction Velocity (cm/s)	Electrophysiology Analyses Method	AP Conduction Velocity (cm/s)	AP Amplitude (mV)	Resting Membrane Potential (mV)	Max Capture Rate (Hz)	Metabolic Analyses Method	Fatty Acid Metabolism Measured?	Gene Analyses Method	Pharmacological Interventions	Disease
	Huethorst, E. et al. Customizable, engineered substrates for rapid screening of cellular cues. Biofabrication 12, (2020).	2020.0	 Customizable, engineered substrates for rapid screening of cellular cues	 Biofabrication 12, (2020)	https://doi.org/10.1088/1758-5090/ab5d3f		Pluricyte	1																		Fibronectin							Yes			Nanotopography									Yes						Motion tracking analysis										Optical mapping									
	Hwang, G. H. et al. Purification of small molecule-induced cardiomyocytes from human induced pluripotent stem cells using a reporter system. J Cell Physiol 232, 3384–3395 (2017).	2017.0	 Purification of small molecule-induced cardiomyocytes from human induced pluripotent stem cells using a reporter system	 J Cell Physiol 232, 3384–3395 (2017)	https://doi.org/10.1002/jcp.25783		ATCC	1			Matrigel	mTeSR-1		RPMI-1640	B27	CHIR99021	0-1	XAV939, IWP2	3-5	7			Flow cytometry for cTnT+	98		Gelatin										ECM-coated plastic/glass		CM			100, 0, 0				Yes																		86					PCR		
	Hwang, H. S. et al. Comparable calcium handling of human iPSC-derived cardiomyocytes generated by multiple laboratories. J Mol Cell Cardiol 85, 79–88 (2015).	2015.0	 Comparable calcium handling of human iPSC-derived cardiomyocytes generated by multiple laboratories	 J Mol Cell Cardiol 85, 79–88 (2015)	https://doi.org/10.1016/j.yjmcc.2015.05.003		13FLVN0C1, CC2, DF19-9-11T.H	3	NaN, NaN, Male	NaN, NaN, NaN	Matrigel	mTeSR-1	80	RPMI-1640	B27	CHIR99021	0-1	IWP1	3-5	7			Flow cytometry for cTnT+	88		Matrigel										ECM-coated plastic/glass													2000						Dye	1.1		600												
	Iseoka, H. et al. Pivotal Role of Non-cardiomyocytes in Electromechanical and Therapeutic Potential of Induced Pluripotent Stem Cell-Derived Engineered Cardiac Tissue. Tissue Eng Part A 24, 287–300 (2018).	2018.0	 Pivotal Role of Non-cardiomyocytes in Electromechanical and Therapeutic Potential of Induced Pluripotent Stem Cell-Derived Engineered Cardiac Tissue	 Tissue Eng Part A 24, 287–300 (2018)	https://doi.org/10.1089/ten.TEA.2016.0535		253G1	1			EBs	MEF-conditioned medium	EB	StemPro-34	L-ascorbic acid, L-glutamine, 1-thioglycerol	Activin A, BMP4, bFGF	0-4	IWR1	4-6				Flow cytometry for cTnT+	92							Yes						Scaffold free	CM + SC	hiPSC-SC		70, 0, 30	DMEM, FBS			Yes						Motion tracking analysis			11	Dye	1.12	35.0			15.0	MEA; Optical mapping				2.0			PCR		
	Jabbour, R. J. et al. In vivo grafting of large engineered heart tissue patches for cardiac repair. (2021).	2021.0	 In vivo grafting of large engineered heart tissue patches for cardiac repair	.(2021)	https://doi.org/10.1172/jci.insight.144068		IMR-90	1	Female		Matrigel	mTeSR-1, E8	85	RPMI-1640	B27	CHIR99021	0-2	Wnt-C59	3-4	8	No glucose	11-15	Flow cytometry for cTnT+	97										Yes			Fibrin	CM			100, 0, 0	DMEM, horse serum, insulin, aprotinin	0.04	375	Yes		Yes			Yes	Motion tracking analysis				Genetically encoded sensor			300												
	Jayne, R. K. et al. Direct laser writing for cardiac tissue engineering: A microfluidic heart on a chip with integrated transducers. Lab Chip 21, 1724–1737 (2021).	2021.0	 Direct laser writing for cardiac tissue engineering: A microfluidic heart on a chip with integrated transducers	 Lab Chip 21, 1724–1737 (2021)	https://doi.org/10.1039/D0LC01078B		PGP1	1	Male	Caucasian		mTeSR-1		RPMI-1640	B27	CHIR99021	0-1	IWP4	3-5	7, not 9-13	No glucose with lactate	9-13										Yes					Collagen	CM + SC	hMSC		90, 0, 10	DMEM, FBS, GlutaMax, NEAAs		0.28	Yes						MEMS sensor	0.055																		
	Jeziorowska, D. et al. Differential sarcomere and electrophysiological maturation of human iPSC-derived cardiac myocytes in monolayer vs. Aggregation-based differentiation protocols. Int J Mol Sci 18, (2017).	2017.0	 Differential sarcomere and electrophysiological maturation of human iPSC-derived cardiac myocytes in monolayer vs  Aggregation-based differentiation protocols	 Int J Mol Sci 18, (2017)	https://doi.org/10.3390/ijms18061173		in-house (4)	4			EBs, Matrigel	mTeSR-1	2D: 75, 3D: EB	StemPro-34 or RPMI-1640	B27, L-ascorbic acid	Activin A, BMP4, CHIR99021	0-3	IWR1 or IWP2	3-5; 4-8				Flow cytometry for cTnT+	54		Fibronectin										ECM-coated plastic/glass	Scaffold free	CM							Yes		Yes	1.9	2850												Patch clamp		98	-76.0				PCR		
	Jha, R. et al. A long non-coding RNA GATA6-AS1 adjacent to GATA6 is required for cardiomyocyte differentiation from human pluripotent stem cells. FASEB Journal 34, 14336–14352 (2020).	2020.0	 A long non-coding RNA GATA6-AS1 adjacent to GATA6 is required for cardiomyocyte differentiation from human pluripotent stem cells	 FASEB Journal 34, 14336–14352 (2020)	https://doi.org/10.1096/fj.202000206R		IMR-90, SCVI-273	2	Female, NaN	NaN, NaN	Matrigel	mTeSR-1	85	RPMI-1640	B27	CHIR99021	0-2	IWR1	3-5	5			Flow cytometry for cTnT+; Flow cytometry for a-actinin+	84, 79												ECM-coated plastic/glass									Yes																							RNA-seq, PCR		
	Jia, J. et al. Development of peptide-functionalized synthetic hydrogel microarrays for stem cell and tissue engineering applications. Acta Biomater 45, 110–120 (2016).	2016.0	 Development of peptide-functionalized synthetic hydrogel microarrays for stem cell and tissue engineering applications	 Acta Biomater 45, 110–120 (2016)	https://doi.org/10.1016/j.actbio.2016.09.006		iCell	1						iCell Maintenance Medium (CDI)	iCell Maintenance Medium (CDI)											Gelatin								Yes		Hydrogel									Yes																									
	Jiang, X. et al. Construction of chamber-specific engineered cardiac tissues in vitro with human iPSC-derived cardiomyocytes and human foreskin fibroblasts. J Biosci Bioeng 132, 198–205 (2021).	2021.0	 Construction of chamber-specific engineered cardiac tissues in vitro with human iPSC-derived cardiomyocytes and human foreskin fibroblasts	 J Biosci Bioeng 132, 198–205 (2021)	https://doi.org/10.1016/j.jbiosc.2021.04.012		Not listed	1				mTeSR-1	90	RPMI-1640	B27	CHIR99021, rapamycin	0-1	XAY939, KY02111, BMS493	3-7	8, not 10-14	No glucose with lactate	10-14	Flow cytometry for cTnT+	81	DMEM/F12, FBS					Yes	Yes						Collagen + matrigel	CM + SC	hFF, hMSC, hCF		75, 0, 25	DMEM/F12, FBS	10.0	2.9	Yes						Post deflection		0.8																isoproterenol, nifedipine	
	Jiang, Y. et al. Myocardial repair of bioengineered cardiac patches with decellularized placental scaffold and human-induced pluripotent stem cells in a rat model of myocardial infarction. Stem Cell Res Ther 12, (2021).	2021.0	 Myocardial repair of bioengineered cardiac patches with decellularized placental scaffold and human-induced pluripotent stem cells in a rat model of myocardial infarction	 Stem Cell Res Ther 12, (2021)	https://doi.org/10.1186/s13287-020-02066-y		KS1	1	Male	Caucasian-Sardinian	Matrigel	mTeSR-1	75	RPMI-1640	B27	CHIR99021	0-1	IWP2	4-6	8	No glucose with lactate	Unclear													Yes		Decellularized tissue	CM			100, 0, 0	DMEM/F12, FBS		100	Yes	TEM		1.35							Dye		70.0			1.5								RNA-seq, PCR	isoproterenol	
	Jung, G. et al. Time-dependent evolution of functional vs. remodeling signaling in induced pluripotent stem cell-derived cardiomyocytes and induced maturation with biomechanical stimulation. FASEB Journal 30, 1464–1479 (2016).	2016.0	 Time-dependent evolution of functional vs remodeling signaling in induced pluripotent stem cell-derived cardiomyocytes and induced maturation with biomechanical stimulation	 FASEB Journal 30, 1464–1479 (2016)	https://doi.org/10.1096/fj.15-280982		in-house	3			Matrigel	E8	90	RPMI-1640	B27	CHIR99021	0-2	IWR1	3-4	7	No glucose	10-15				Matrigel										Microgrooves in PDMS									Yes		Yes								Dye		32.0											PCR	isoproterenol	
	Kaiser, N. J., Kant, R. J., Minor, A. J. & Coulombe, K. L. K. Optimizing Blended Collagen-Fibrin Hydrogels for Cardiac Tissue Engineering with Human iPSC-derived Cardiomyocytes. ACS Biomater Sci Eng 5, 887–899 (2019).	2019.0	 Optimizing Blended Collagen-Fibrin Hydrogels for Cardiac Tissue Engineering with Human iPSC-derived Cardiomyocytes	 ACS Biomater Sci Eng 5, 887–899 (2019)	https://doi.org/10.1021/acsbiomaterials.8b01112		Gibco episomal	2			Vitronectin			RPMI-1640	B27	CHIR99021	0-3	IWP2		15, not 20-24	No glucose with lactate	20-24	Flow cytometry for cTnT+	45		Matrigel											Collagen + fibrin	CM			100, 0, 0	RPMI-1640, B27, aprotinin	15.0	20	Yes						Force transducer 		0.54		Genetically encoded sensor															
	Kallepitis, C. et al. Quantitative volumetric Raman imaging of three dimensional cell cultures. Nat Commun 8, (2017).	2017.0	 Quantitative volumetric Raman imaging of three dimensional cell cultures	 Nat Commun 8, (2017)	https://doi.org/10.1038/ncomms14843		Gibco episomal	1			Matrigel	E8	100	RPMI-1640	B27	CHIR99021	0-1	IWP4	3-5	7, not 9-12	No glucose and lactate	9-12														ECM-coated plastic/glass																																		
	Kawaguchi, S. et al. Intramyocardial Transplantation of Human iPS Cell–Derived Cardiac Spheroids Improves Cardiac Function in Heart Failure Animals. JACC Basic Transl Sci 6, 239–254 (2021).	2021.0	 Intramyocardial Transplantation of Human iPS CellÃ‚Â–Derived Cardiac Spheroids Improves Cardiac Function in Heart Failure Animals	 JACC Basic Transl Sci 6, 239–254 (2021)	https://doi.org/10.1016/j.jacbts.2020.11.017		253G4	1			Matrigel	StemFit	EB	RPMI-1640	B27	CHIR99021, BMP4		IWR1		7, not 13-17	No glucose with lactate	13-17	Flow cytometry for cTnT+	98	MEM-α, FBS												Scaffold free	CM			100, 0, 0	MEM-α, FBS	0.2	0.03	Yes						Motion tracking analysis																			
	Kawai, Y. et al. Scaffold-Free Tubular Engineered Heart Tissue From Human Induced Pluripotent Stem Cells Using Bio-3D Printing Technology in vivo. Front Cardiovasc Med 8, (2022).	2022.0	 Scaffold-Free Tubular Engineered Heart Tissue From Human Induced Pluripotent Stem Cells Using Bio-3D Printing Technology in vivo	 Front Cardiovasc Med 8, (2022)	https://doi.org/10.3389/fcvm.2021.806215		253G4	1			Matrigel	StemFit	90	RPMI-1640	B27	CHIR99021	0-1	IWR1	3-6		StemFit Media	12-14	Flow cytometry for cTnT+	99	MEM-α, FBS					Yes	Yes						Scaffold free	CM + EC + SC	hDF	HUVEC	50, 25, 25		0.6	2.9	Yes						Motion tracking analysis						27.0													
	Kawatou, M. et al. Modelling Torsade de Pointes arrhythmias in vitro in 3D human iPS cell-engineered heart tissue. Nat Commun 8, (2017).	2017.0	 Modelling Torsade de Pointes arrhythmias in vitro in 3D human iPS cell-engineered heart tissue	 Nat Commun 8, (2017)	https://doi.org/10.1038/s41467-017-01125-y		836B3, MiraCell® cardiomyocytes from ChiPSC12 Takara Bio Inc)	2			Matrigel	MEF-conditioned medium, bFGF		RPMI-1640	B27, L-glutamine	Activin A, BMP4, bFGF	0-5	XAV939, IWP4	1-9	1			Flow cytometry for cTnT+	96		Matrigel, Fibronectin										ECM-coated plastic/glass						MEM-α, FBS, β-mercaptoethanol			Yes																								E4031	
	Kerscher, P. et al. Direct hydrogel encapsulation of pluripotent stem cells enables ontomimetic differentiation and growth of engineered human heart tissues. Biomaterials 83, 383–395 (2016).	2016.0	 Direct hydrogel encapsulation of pluripotent stem cells enables ontomimetic differentiation and growth of engineered human heart tissues	 Biomaterials 83, 383–395 (2016)	https://doi.org/10.1016/j.biomaterials.2015.12.011		IMR-90, DF19-9-11T.H	2	Female, Male	NaN, NaN	Matrigel	mTeSR-1		RPMI-1640	B27	CHIR99021	0-1	IWP2	3-5	7			Flow cytometry for cTnT+	74													PEG + ECM	CM			100, 0, 0	RPMI-1640, B27		21	Yes	TEM	Yes	1.8	2163	Yes	Motion tracking analysis				Dye													PCR	isoproterenol, propranolol	
	Khan, M. et al. Evaluation of changes in morphology and function of human induced pluripotent stem cell derived cardiomyocytes (hiPSC-CMs) cultured on an aligned-nanofiber cardiac patch. PLoS One 10, (2015).	2015.0	 Evaluation of changes in morphology and function of human induced pluripotent stem cell derived cardiomyocytes (hiPSC-CMs) cultured on an aligned-nanofiber cardiac patch	 PLoS One 10, (2015)	https://doi.org/10.1371/journal.pone.0126338		iCell	1						iCell Maintenance Medium (CDI)												Gelatin							Yes			Electrospun fibers									Yes	SEM, TEM		1.7								2.0		400			Patch clamp		100	-74.0				PCR		
	King, O. et al. Functional microvascularization of human myocardium in vitro. Cell Reports Methods 2, (2022).	2022.0	 Functional microvascularization of human myocardium in vitro	 Cell Reports Methods 2, (2022)	https://doi.org/10.1016/j.crmeth.2022.100280		WTC11	1	Male	Asian	Matrigel	E8	95	RPMI-1640	B27	CHIR99021	0-2	Wnt-C59	3-5	9	No glucose	11-15				Matrigel					Yes	Flow					Fibrin	CM + EC + SC	hCF	CMVEC	47.6,47.6,4.8	50% microvascular endothelial growth media, 50% high glucose DMEM, FBS, insulin, aprotinin	100.0	6	Yes						Motion tracking analysis				Genetically encoded sensor	1.9	25.0	160			Patch clamp			-60.0						
	Kit-Anan, W. et al. Multiplexing physical stimulation on single human induced pluripotent stem cell-derived cardiomyocytes for phenotype modulation. Biofabrication 13, (2021).	2021.0	 Multiplexing physical stimulation on single human induced pluripotent stem cell-derived cardiomyocytes for phenotype modulation	 Biofabrication 13, (2021)	https://doi.org/10.1088/1758-5090/abce0a		Gibco episomal	1			Matrigel	E8	85	RPMI-1640	B27	CHIR99021	0-2	Wnt-C59	3-5	7	No glucose with lactate		Flow cytometry for cTnT+			PAAm-co-PAAc							Yes	Yes		Micropatterned PAA									Yes		Yes	1.75							Genetically encoded sensor	1.6		140										PCR		
	Knight, W. E. et al. Maturation of Pluripotent Stem Cell-Derived Cardiomyocytes Enables Modeling of Human Hypertrophic Cardiomyopathy. Stem Cell Reports 16, 519–533 (2021).	2021.0	 Maturation of Pluripotent Stem Cell-Derived Cardiomyocytes Enables Modeling of Human Hypertrophic Cardiomyopathy	 Stem Cell Reports 16, 519–533 (2021)	https://doi.org/10.1016/j.stemcr.2021.01.018		CUSO-1, CUSO-2	2	NaN, NaN	NaN, NaN		mTeSR-1		RPMI-1640	B27	CHIR99021	0-1	IWP2	3-5	7, not 20-25	No glucose with lactate	20-25			Glucose-free RPMI-1640, B-27, galactose, BSA, oleic acid, palmitic acid	Fibronectin	Yes	Palmitic acid, oleic acid, galactose					Yes			Micropatterned plastic/glass									Yes	TEM	Yes	1.75	2000		Force transducer		50.0													Metabolomics	Yes	RNA-seq	phenylephrine	
	Kofron, C. M. et al. A predictive in vitro risk assessment platform for pro-arrhythmic toxicity using human 3D cardiac microtissues. Sci Rep 11, (2021).	2021.0	 A predictive in vitro risk assessment platform for pro-arrhythmic toxicity using human 3D cardiac microtissues	 Sci Rep 11, (2021)	https://doi.org/10.1038/s41598-021-89478-9		Gibco episomal	1						RPMI-1640	B27	CHIR99021	0-2	IWP2	2-?	7, not 13-17	No glucose with lactate	13-17	Flow cytometry for cTnT+	84		Matrigel			Yes		Yes						Scaffold free	CM + SC	hCF		95, 0, 5	RPMI-1640, B27, FBS	0.06	0.4	Yes																Optical mapping								E4031, ranolazine, isoproterenol,bispanol-A, 4-AP Bay K-8644	
	Kolanowski, T. J. et al. Enhanced structural maturation of human induced pluripotent stem cell-derived cardiomyocytes under a controlled microenvironment in a microfluidic system. Acta Biomater 102, 273–286 (2020).	2020.0	 Enhanced structural maturation of human induced pluripotent stem cell-derived cardiomyocytes under a controlled microenvironment in a microfluidic system	 Acta Biomater 102, 273–286 (2020)	https://doi.org/10.1016/j.actbio.2019.11.044		iWT.D2.1/2.3, UMGi005-A	2	NaN, NaN	NaN, NaN	Geltrex	E8	90	RPMI-1640	HEPES, GlutaMax, L-ascorbic acid, albumin	CHIR99021	0-2	IWP2	2-4	6			Flow cytometry for cTnT+	90	RPMI-1640, HEPES, GlutaMax, B27 	Geltrex						Flow				Silicon membrane, microfluidic device									Yes		Yes	1.9	3750		Motion tracking analysis			3.5														PCR		
	Kroll, K. et al. Electro-mechanical conditioning of human iPSC-derived cardiomyocytes for translational research. Prog Biophys Mol Biol 130, 212–222 (2017).	2017.0	 Electro-mechanical conditioning of human iPSC-derived cardiomyocytes for translational research	 Prog Biophys Mol Biol 130, 212–222 (2017)	https://doi.org/10.1016/j.pbiomolbio.2017.07.003		Cor.4U	1						Cor.4U complete medium												Fibronectin			Yes			Yes		Yes		ECM-coated PDMS									Yes			1.45							Dye						Patch clamp									
	Kujala, V. J., Pasqualini, F. S., Goss, J. A., Nawroth, J. C. & Parker, K. K. Laminar ventricular myocardium on a microelectrode array-based chip. J Mater Chem B 4, 3534–3543 (2016).	2016.0	 Laminar ventricular myocardium on a microelectrode array-based chip	 J Mater Chem B 4, 3534–3543 (2016)	https://doi.org/10.1039/c6tb00324a		Cor.4U	1						Cor.4U complete medium							Cell sorting					Fibronectin							Yes			MEA, Microgrooves									Yes		Yes														MEA	13.6							isoproterenol, fexofenadine, terfenadine	
	Kumar, N. et al. Scalable Biomimetic Coaxial Aligned Nanofiber Cardiac Patch: A Potential Model for “Clinical Trials in a Dish”. Front Bioeng Biotechnol 8, (2020).	2020.0	 Scalable Biomimetic Coaxial Aligned Nanofiber Cardiac Patch: A Potential Model for Ã‚Â“Clinical Trials in a DishÃ‚Â”	 Front Bioeng Biotechnol 8, (2020)	https://doi.org/10.3389/fbioe.2020.567842		iCell	1						iCell Maintenance Medium (CDI)												Fibronectin							Yes			Electrospun fibers									Yes	SEM					Motion tracking analysis				Dye		7.0				MEA								isoproterenol, verapamil, E4031	
	Kurokawa, Y. K., Shang, M. R., Yin, R. T. & George, S. C. Modeling trastuzumab-related cardiotoxicity in vitro using human stem cell-derived cardiomyocytes. Toxicol Lett 285, 74–80 (2018).	2018.0	 Modeling trastuzumab-related cardiotoxicity in vitro using human stem cell-derived cardiomyocytes	 Toxicol Lett 285, 74–80 (2018)	https://doi.org/10.1016/j.toxlet.2018.01.001		WTC11	1	Male 	Asian	Matrigel	E8	85	RPMI-1640	B27	CHIR99021	0-2	IWP2	3-5	7, not 13-21	No glucose with lactate	13-21	Flow cytometry for cTnT+	95		Matrigel										ECM-coated plastic/glass									Yes																							PCR	doxorubicin, trastuzumab	
	LaBarge, W. et al. Maturation of three-dimensional, hiPSC-derived cardiomyocyte spheroids utilizing cyclic, uniaxial stretch and electrical stimulation. PLoS One 14, (2019).	2019.0	 Maturation of three-dimensional, hiPSC-derived cardiomyocyte spheroids utilizing cyclic, uniaxial stretch and electrical stimulation	 PLoS One 14, (2019)	https://doi.org/10.1371/journal.pone.0219442		in-house	1						RPMI-1640	B27	CHIR99021	0-1	IWR1	2-4	4	No glucose with lactate	10-12, 13-16							Yes			Yes					Scaffold free	CM			100, 0, 0	RPMI-1640, B27	0.92	0.5	Yes	SEM, TEM															Optical mapping	6.0						PCR		
	Lam, Y. Y. et al. Single-cell transcriptomics of engineered cardiac tissues from patient-specific induced pluripotent stem cell–derived cardiomyocytes reveals abnormal developmental trajectory and intrinsic contractile defects in hypoplastic right heart syndrome. J Am Heart Assoc 9, (2020).	2020.0	 Single-cell transcriptomics of engineered cardiac tissues from patient-specific induced pluripotent stem cellÃ‚Â–derived cardiomyocytes reveals abnormal developmental trajectory and intrinsic contractile defects in hypoplastic right heart syndrome	 J Am Heart Assoc 9, (2020)	https://doi.org/10.1161/JAHA.120.016528		in-house (6)	6			EBs	E8	EB	StemPro-34	L-ascorbic acid, GlutaMax	Activin A, BMP4	0-1	IWR1	3-7	14			Flow cytometry for cTnT+	60						Yes	Yes		Yes	Yes		Microgrooves	Collagen + matrigel	CM + SC	hFF		91, 0, 9	High‐glucose DMEM, neonatal calf serum	110.0	3.9	Yes						Post deflection	0.09									Optical mapping	15.0						RNA-seq, PCR		Pulmonary atresia with intact ventricular septum (PAIVS)
	Lauschke, K. et al. Creating a human-induced pluripotent stem cell-based NKX2.5 reporter gene assay for developmental toxicity testing. Arch Toxicol 95, 1659–1670 (2021).	2021.0	 Creating a human-induced pluripotent stem cell-based NKX2.5 reporter gene assay for developmental toxicity testing	 Arch Toxicol 95, 1659–1670 (2021)	https://doi.org/10.1007/s00204-021-03018-y		BIONi010-C	1	Male	Black or African-American	Matrigel then EBs	mTeSR-1	EB	Knockout DMEM	L-ascrobic acid, TS (sodium selenite, transferrin)	Activin A, BMP4, CHIR99021, bFGF	0-1	Wnt-C59	2-3																																Motion tracking analysis																	PCR	thiolidamide, valproic acid	
